1	24059617,3596258	-9551666,74696605	5950357,16297493
2	24059111,0655254	-9551043,30122183	5953409,37643878
3	24058604,4785075	-9550419,62923017	5956461,46323386
4	24058097,5986132	-9549795,73095839	5959513,42329516
5	24057590,4258838	-9549171,60637373	5962565,25655785
6	24057082,9603604	-9548547,25544345	5965616,96295700
7	24056575,2020843	-9547922,67813490	5968668,54242767
8	24056067,1510965	-9547297,87441536	5971719,99490498
9	24055558,8074384	-9546672,84425213	5974771,32032402
10	24055050,1711511	-9546047,58761254	5977822,51861989
11	24054541,2422759	-9545422,10446393	5980873,58972767
12	24054032,0208540	-9544796,39477365	5983924,53358248
13	24053522,5069266	-9544170,45850905	5986975,35011940
14	24053012,7005350	-9543544,29563738	5990026,03927359
15	24052502,6017205	-9542917,90612629	5993076,60098015
16	24051992,2105243	-9542291,28994282	5996127,03517415
17	24051481,5269877	-9541664,44705470	5999177,34179074
18	24050970,5511521	-9541037,37742898	6002227,52076504
19	24050459,2830586	-9540410,08103342	6005277,57203217
20	24049947,7227487	-9539782,55783509	6008327,49552725
21	24049435,8702636	-9539154,80780176	6011377,29118542
22	24048923,7256447	-9538526,83090051	6014426,95894184
23	24048411,2889333	-9537898,62709923	6017476,49873150
24	24047898,5601708	-9537270,19636490	6020525,91048974
25	24047385,5393984	-9536641,53866540	6023575,19415157
26	24046872,2266577	-9536012,65396782	6026624,34965220
27	24046358,6219899	-9535383,54224009	6029673,37692666
28	24045844,7254366	-9534754,20344928	6032722,27591021
29	24045330,5370388	-9534124,63756323	6035771,04653799
30	24044816,0568384	-9533494,84454915	6038819,68874511
31	24044301,2848764	-9532864,82437488	6041868,20246676
32	24043786,2211944	-9532234,57700766	6044916,58763806
33	24043270,8658338	-9531604,10241533	6047964,84419421
34	24042755,2188362	-9530973,40056512	6051012,97207035
35	24042239,2802428	-9530342,47142494	6054060,97120165
36	24041723,0500952	-9529711,31496200	6057108,84152332
37	24041206,5284349	-9529079,93114430	6060156,58297041
38	24040689,7153033	-9528448,31993899	6063204,19547824
39	24040172,6107418	-9527816,48131406	6066251,67898195
40	24039655,2147922	-9527184,41523678	6069299,03341666
41	24039137,5274957	-9526552,12167515	6072346,25871758
42	24038619,5488940	-9525919,60059639	6075393,35481993
43	24038101,2790286	-9525286,85196852	6078440,32165888
44	24037582,7179410	-9524653,87575885	6081487,15916962
45	24037063,8656726	-9524020,67193537	6084533,86728736
46	24036544,7222653	-9523387,24046548	6087580,44594720
47	24036025,2877604	-9522753,58131699	6090626,89508450
48	24035505,5621995	-9522119,69445758	6093673,21463436
49	24034985,5456243	-9521485,57985497	6096719,40453198
50	24034465,2380763	-9520851,23747681	6099765,46471263
51	24033944,6395971	-9520216,66729088	6102811,39511146
52	24033423,7502283	-9519581,86926488	6105857,19566369
53	24032902,5700117	-9518946,84336652	6108902,86630459
54	24032381,0989886	-9518311,58956357	6111948,40696937
55	24031859,3372009	-9517676,10782383	6114993,81759316
56	24031337,2846902	-9517040,39811502	6118039,09811128
57	24030814,9414981	-9516404,46040490	6121084,24845896
58	24030292,3076663	-9515768,29466130	6124129,26857138
59	24029769,3832365	-9515131,90085201	6127174,15838378
60	24029246,1682504	-9514495,27894484	6130218,91783141
61	24028722,6627495	-9513858,42890760	6133263,54684950
62	24028198,8667758	-9513221,35070809	6136308,04537332
63	24027674,7803708	-9512584,04431416	6139352,41333811
64	24027150,4035764	-9511946,50969367	6142396,65067907
65	24026625,7364341	-9511308,74681449	6145440,75733146
66	24026100,7789858	-9510670,75564444	6148484,73323060
67	24025575,5312733	-9510032,53615141	6151528,57831169
68	24025049,9933382	-9509394,08830330	6154572,29250999
69	24024524,1652224	-9508755,41206801	6157615,87576077
70	24023998,0469676	-9508116,50741343	6160659,32799927
71	24023471,6386156	-9507477,37430747	6163702,64916080
72	24022944,9402083	-9506838,01271803	6166745,83918063
73	24022417,9517873	-9506198,42261308	6169788,89799401
74	24021890,6733946	-9505558,60396057	6172831,82553618
75	24021363,1050720	-9504918,55672844	6175874,62174246
76	24020835,2468613	-9504278,28088461	6178917,28654815
77	24020307,0988043	-9503637,77639711	6181959,81988851
78	24019778,6609430	-9502997,04323391	6185002,22169881
79	24019249,9333190	-9502356,08136300	6188044,49191432
80	24018720,9159745	-9501714,89075234	6191086,63047044
81	24018191,6089511	-9501073,47136997	6194128,63730238
82	24017662,0122908	-9500431,82318394	6197170,51234543
83	24017132,1260356	-9499789,94616225	6200212,25553490
84	24016601,9502272	-9499147,84027297	6203253,86680611
85	24016071,4849077	-9498505,50548409	6206295,34609437
86	24015540,7301190	-9497862,94176372	6209336,69333498
87	24015009,6859029	-9497220,14907990	6212377,90846326
88	24014478,3523015	-9496577,12740078	6215418,99141445
89	24013946,7293567	-9495933,87669432	6218459,94212403
90	24013414,8171105	-9495290,39692872	6221500,76052718
91	24012882,6156048	-9494646,68807207	6224541,44655926
92	24012350,1248816	-9494002,75009245	6227582,00015564
93	24011817,3449830	-9493358,58295809	6230622,42125153
94	24011284,2759508	-9492714,18663698	6233662,70978243
95	24010750,9178272	-9492069,56109739	6236702,86568354
96	24010217,2706542	-9491424,70630739	6239742,88889029
97	24009683,3344737	-9490779,62223521	6242782,77933795
98	24009149,1093278	-9490134,30884904	6245822,53696185
99	24008614,5952586	-9489488,76611697	6248862,16169745
100	24008079,7923081	-9488842,99400730	6251901,65347998
101	24007544,7005184	-9488196,99248817	6254941,01224486
102	24007009,3199316	-9487550,76152781	6257980,23792744
103	24006473,6505897	-9486904,30109450	6261019,33046301
104	24005937,6925349	-9486257,61115643	6264058,28978698
105	24005401,4458092	-9485610,69168182	6267097,11583475
106	24004864,9104548	-9484963,54263897	6270135,80854161
107	24004328,0865138	-9484316,16399614	6273174,36784297
108	24003790,9740283	-9483668,55572157	6276212,79367422
109	24003253,5730404	-9483020,71778358	6279251,08597071
110	24002715,8835924	-9482372,65015044	6282289,24466783
111	24002177,9057263	-9481724,35279050	6285327,26970092
112	24001639,6394843	-9481075,82567205	6288365,16100538
113	24001101,0849087	-9480427,06876338	6291402,91851665
114	24000562,2420415	-9479778,08203285	6294440,54217007
115	24000023,1109251	-9479128,86544880	6297478,03190104
116	23999483,6916015	-9478479,41897958	6300515,38764498
117	23998943,9841130	-9477829,74259363	6303552,60933717
118	23998403,9885019	-9477179,83625918	6306589,69691320
119	23997863,7048104	-9476529,69994471	6309626,65030834
120	23997323,1330806	-9475879,33361858	6312663,46945805
121	23996782,2733550	-9475228,73724926	6315700,15429765
122	23996241,1256756	-9474577,91080505	6318736,70476269
123	23995699,6900849	-9473926,85425443	6321773,12078851
124	23995157,9666250	-9473275,56756584	6324809,40231053
125	23994615,9553383	-9472624,05070770	6327845,54926419
126	23994073,6562670	-9471972,30364852	6330881,56158484
127	23993531,0694535	-9471320,32635668	6333917,43920802
128	23992988,1949400	-9470668,11880068	6336953,18206910
129	23992445,0327690	-9470015,68094900	6339988,79010353
130	23991901,5829827	-9469363,01277018	6343024,26324668
131	23991357,8456235	-9468710,11423265	6346059,60143407
132	23990813,8207337	-9468056,98530497	6349094,80460110
133	23990269,5083557	-9467403,62595563	6352129,87268324
134	23989724,9085319	-9466750,03615318	6355164,80561590
135	23989180,0213046	-9466096,21586615	6358199,60333456
136	23988634,8467162	-9465442,16506310	6361234,26577466
137	23988089,3848092	-9464787,88371258	6364268,79287166
138	23987543,6356259	-9464133,37178316	6367303,18456101
139	23986997,5992088	-9463478,62924341	6370337,44077820
140	23986451,2756002	-9462823,65606197	6373371,56145862
141	23985904,6648427	-9462168,45220731	6376405,54653780
142	23985357,7669786	-9461513,01764829	6379439,39595121
143	23984810,5820504	-9460857,35235319	6382473,10963432
144	23984263,1101006	-9460201,45629099	6385506,68752259
145	23983715,3511717	-9459545,32943003	6388540,12955147
146	23983167,3053060	-9458888,97173923	6391573,43565650
147	23982618,9725462	-9458232,38318694	6394606,60577313
148	23982070,3529347	-9457575,56374217	6397639,63983687
149	23981521,4465140	-9456918,51337323	6400672,53778321
150	23980972,2533267	-9456261,23204923	6403705,29954757
151	23980422,7734152	-9455603,71973844	6406737,92506554
152	23979873,0068221	-9454945,97640993	6409770,41427259
153	23979322,9535900	-9454288,00203210	6412802,76710421
154	23978772,6137613	-9453629,79657403	6415834,98349586
155	23978221,9873788	-9452971,36000406	6418867,06338316
156	23977671,0744848	-9452312,69229132	6421899,00670154
157	23977119,8751221	-9451653,79340422	6424930,81338654
158	23976568,3893332	-9450994,66331185	6427962,48337368
159	23976016,6171607	-9450335,30198270	6430994,01659843
160	23975464,5586471	-9449675,70938586	6434025,41299635
161	23974912,2138353	-9449015,88548976	6437056,67250300
162	23974359,5827677	-9448355,83026359	6440087,79505385
163	23973806,6654870	-9447695,54367580	6443118,78058448
164	23973253,4620357	-9447035,02569562	6446149,62903033
165	23972699,9724568	-9446374,27629146	6449180,34032706
166	23972146,1967926	-9445713,29543256	6452210,91441012
167	23971592,1350860	-9445052,08308740	6455241,35121513
168	23971037,7873796	-9444390,63922524	6458271,65067755
169	23970483,1537161	-9443728,96381455	6461301,81273300
170	23969928,2341381	-9443067,05682461	6464331,83731698
171	23969373,0286886	-9442404,91822395	6467361,72436509
172	23968817,5374100	-9441742,54798172	6470391,47381288
173	23968261,7603451	-9441079,94606683	6473421,08559583
174	23967705,6975368	-9440417,11244810	6476450,55964960
175	23967149,3490277	-9439754,04709452	6479479,89590974
176	23966592,7148606	-9439090,74997501	6482509,09431182
177	23966035,7950782	-9438427,22105855	6485538,15479140
178	23965478,5897233	-9437763,46031414	6488567,07728398
179	23964921,0988388	-9437099,46771068	6491595,86172527
180	23964363,3224673	-9436435,24321721	6494624,50805077
181	23963805,2606517	-9435770,78680270	6497653,01619609
182	23963246,9134349	-9435106,09843616	6500681,38609681
183	23962688,2808595	-9434441,17808662	6503709,61768852
184	23962129,3629685	-9433776,02572307	6506737,71090684
185	23961570,1598047	-9433110,64131457	6509765,66568733
186	23961010,6714109	-9432445,02483016	6512793,48196561
187	23960450,8978299	-9431779,17623895	6515821,15967722
188	23959890,8391048	-9431113,09550992	6518848,69875786
189	23959330,4952782	-9430446,78261218	6521876,09914309
190	23958769,8663931	-9429780,23751481	6524903,36076853
191	23958208,9524924	-9429113,46018692	6527930,48356978
192	23957647,7536190	-9428446,45059762	6530957,46748245
193	23957086,2698158	-9427779,20871599	6533984,31244220
194	23956524,5011257	-9427111,73451117	6537011,01838464
195	23955962,4475917	-9426444,02795232	6540037,58524536
196	23955400,1092566	-9425776,08900856	6543064,01296001
197	23954837,4861634	-9425107,91764906	6546090,30146423
198	23954274,5783551	-9424439,51384297	6549116,45069364
199	23953711,3858746	-9423770,87755946	6552142,46058392
200	23953147,9087650	-9423102,00876773	6555168,33107065
201	23952584,1470691	-9422432,90743699	6558194,06208949
202	23952020,1008300	-9421763,57353642	6561219,65357610
203	23951455,7700906	-9421094,00703523	6564245,10546614
204	23950891,1548941	-9420424,20790265	6567270,41769525
205	23950326,2552833	-9419754,17610790	6570295,59019911
206	23949761,0713014	-9419083,91162031	6573320,62291328
207	23949195,6029913	-9418413,41440902	6576345,51577355
208	23948629,8503961	-9417742,68444335	6579370,26871551
209	23948063,8135588	-9417071,72169254	6582394,88167490
210	23947497,4925226	-9416400,52612595	6585419,35458727
211	23946930,8873305	-9415729,09771283	6588443,68738836
212	23946363,9980255	-9415057,43642245	6591467,88001389
213	23945796,8246508	-9414385,54222417	6594491,93239948
214	23945229,3672495	-9413713,41508731	6597515,84448082
